Start Time,End Time,Model Name,Agent Name,Exam Name,Temperature,Questions,Accuracy,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question,Num Correct,Num Incorrect,Num Errors
2024-06-10 07:27:00,2024-06-10 07:35:28,gpt-35-turbo,chain_of_thought,sat-math-100,0.0,100,0.74,41448,175450,216898,2168.98,0.413072,0.00413072,508.144243,5.08144243,74,26,0
2024-06-10 07:35:28,2024-06-10 07:44:01,gpt-35-turbo,chain_of_thought,sat-math-100,0.1,100,0.8,41448,169541,210989,2109.89,0.401254,0.00401254,512.870189,5.128701889999999,80,20,0
2024-06-10 07:44:01,2024-06-10 07:52:36,gpt-35-turbo,chain_of_thought,sat-math-100,0.2,100,0.82,41448,168377,209825,2098.25,0.398926,0.00398926,514.989076,5.14989076,82,18,0
2024-06-10 07:52:36,2024-06-10 08:01:16,gpt-35-turbo,chain_of_thought,sat-math-100,0.3,100,0.84,41448,167484,208932,2089.32,0.39714,0.0039714,520.034237,5.20034237,84,16,0
2024-06-10 08:01:16,2024-06-10 08:09:58,gpt-35-turbo,chain_of_thought,sat-math-100,0.4,100,0.86,41448,166953,208401,2084.01,0.396078,0.00396078,521.868313,5.21868313,86,14,0
2024-06-10 08:09:58,2024-06-10 08:18:35,gpt-35-turbo,chain_of_thought,sat-math-100,0.5,100,0.85,41448,169168,210616,2106.16,0.400508,0.00400508,516.661577,5.16661577,85,15,1
2024-06-10 08:18:35,2024-06-10 08:27:11,gpt-35-turbo,chain_of_thought,sat-math-100,0.6,100,0.82,41448,169911,211359,2113.59,0.401994,0.00401994,516.585317,5.16585317,82,18,0
2024-06-10 08:27:11,2024-06-10 08:35:56,gpt-35-turbo,chain_of_thought,sat-math-100,0.7,100,0.86,41448,171967,213415,2134.15,0.406106,0.00406106,524.273943,5.24273943,86,14,0
2024-06-10 08:35:56,2024-06-10 08:44:39,gpt-35-turbo,chain_of_thought,sat-math-100,0.8,100,0.86,41448,175494,216942,2169.42,0.41316,0.0041316,523.287641,5.23287641,86,14,0
2024-06-10 08:44:39,2024-06-10 08:53:25,gpt-35-turbo,chain_of_thought,sat-math-100,0.9,100,0.87,41448,175945,217393,2173.93,0.414062,0.00414062,525.576191,5.25576191,87,13,0
2024-06-10 08:53:25,2024-06-10 09:02:15,gpt-35-turbo,chain_of_thought,sat-math-100,1.0,100,0.91,41448,179506,220954,2209.54,0.421184,0.00421184,530.79178,5.3079178,91,9,0
2024-06-09 14:30:33,2024-06-09 14:39:02,gpt-35-turbo,composite,comprehensive-100,0.0,100,0.5,75389,275580,350969,3509.69,0.6642435,0.0066424349999999,508.910705,5.08910705,50,50,1
2024-06-09 14:39:02,2024-06-09 14:48:09,gpt-35-turbo,composite,comprehensive-100,0.1,100,0.59,75389,277768,353157,3531.57,0.6686195,0.006686195,546.701836,5.46701836,59,41,1
2024-06-09 14:48:09,2024-06-09 14:57:20,gpt-35-turbo,composite,comprehensive-100,0.2,100,0.62,75389,281852,357241,3572.41,0.6767875000000001,0.006767875,551.287646,5.51287646,62,38,1
2024-06-09 14:57:20,2024-06-09 15:06:21,gpt-35-turbo,composite,comprehensive-100,0.3,100,0.63,75389,280474,355863,3558.63,0.6740315,0.006740315,541.102357,5.41102357,63,37,1
2024-06-09 15:06:21,2024-06-09 15:15:24,gpt-35-turbo,composite,comprehensive-100,0.4,100,0.61,75389,280299,355688,3556.88,0.6736814999999999,0.0067368149999999,542.702933,5.42702933,61,39,1
2024-06-09 15:15:24,2024-06-09 15:24:29,gpt-35-turbo,composite,comprehensive-100,0.5,100,0.6,75389,278187,353576,3535.76,0.6694575,0.006694575,544.458013,5.44458013,60,40,1
2024-06-09 15:24:29,2024-06-09 15:33:30,gpt-35-turbo,composite,comprehensive-100,0.6,100,0.62,75389,281503,356892,3568.92,0.6760895,0.006760895,541.65237,5.4165237,62,38,1
2024-06-09 15:33:30,2024-06-09 15:42:36,gpt-35-turbo,composite,comprehensive-100,0.7,100,0.61,75389,274229,349618,3496.18,0.6615415,0.006615415,545.833405,5.45833405,61,39,1
2024-06-09 15:42:36,2024-06-09 15:51:49,gpt-35-turbo,composite,comprehensive-100,0.8,100,0.59,75389,279913,355302,3553.02,0.6729095,0.006729095,552.505278,5.525052779999999,59,41,1
2024-06-09 15:51:49,2024-06-09 16:01:04,gpt-35-turbo,composite,comprehensive-100,0.9,100,0.62,75389,281470,356859,3568.59,0.6760235000000001,0.006760235,555.525632,5.55525632,62,38,1
2024-06-09 16:01:04,2024-06-09 16:10:19,gpt-35-turbo,composite,comprehensive-100,1.0,100,0.64,75389,278451,353840,3538.4,0.6699855,0.006699855,554.975243,5.54975243,64,36,1
2024-06-09 10:21:22,2024-06-09 10:32:31,gpt-35-turbo,domain_expert,comprehensive-100,0.0,100,0.51,48956,10240,59196,591.96,0.093914,0.00093914,668.071745,6.68071745,51,49,1
2024-06-09 10:32:31,2024-06-09 10:43:47,gpt-35-turbo,domain_expert,comprehensive-100,0.1,100,0.5,48956,9943,58899,588.99,0.09332,0.0009332,676.568306,6.76568306,50,50,1
2024-06-09 10:43:47,2024-06-09 10:55:42,gpt-35-turbo,domain_expert,comprehensive-100,0.2,100,0.54,48956,10666,59622,596.22,0.094766,0.00094766,714.948129,7.14948129,54,46,1
2024-06-09 10:55:42,2024-06-09 11:06:57,gpt-35-turbo,domain_expert,comprehensive-100,0.3,100,0.51,48956,10562,59518,595.18,0.094558,0.00094558,674.484128,6.74484128,51,49,1
2024-06-09 11:06:57,2024-06-09 11:18:58,gpt-35-turbo,domain_expert,comprehensive-100,0.4,100,0.53,48956,11090,60046,600.46,0.095614,0.00095614,721.847718,7.21847718,53,47,1
2024-06-09 11:18:58,2024-06-09 11:31:10,gpt-35-turbo,domain_expert,comprehensive-100,0.5,100,0.5,48218,9878,58096,580.96,0.092083,0.00092083,731.296936,7.312969359999999,50,50,3
2024-06-09 11:31:10,2024-06-09 11:42:23,gpt-35-turbo,domain_expert,comprehensive-100,0.6,100,0.5,48956,9626,58582,585.82,0.0926859999999999,0.0009268599999999,673.099407,6.73099407,50,50,1
2024-06-09 11:42:23,2024-06-09 11:54:27,gpt-35-turbo,domain_expert,comprehensive-100,0.7,100,0.5,48956,12941,61897,618.97,0.099316,0.00099316,723.992201,7.23992201,50,50,1
2024-06-09 11:54:27,2024-06-09 12:06:31,gpt-35-turbo,domain_expert,comprehensive-100,0.8,100,0.51,48956,11588,60544,605.44,0.09661,0.0009661,723.637745,7.23637745,51,49,1
2024-06-09 12:06:31,2024-06-09 12:18:43,gpt-35-turbo,domain_expert,comprehensive-100,0.9,100,0.5,48956,14063,63019,630.19,0.10156,0.0010156,732.74829,7.3274829,50,50,1
2024-06-09 12:18:43,2024-06-09 12:29:59,gpt-35-turbo,domain_expert,comprehensive-100,1.0,100,0.47,47943,12645,60588,605.88,0.0972045,0.0009720449999999,675.713896,6.75713896,47,53,4
2024-06-09 12:29:59,2024-06-09 12:44:23,gpt-35-turbo,self_recitation,comprehensive-100,0.0,100,0.55,59661,172230,231891,2318.91,0.4339515,0.0043395149999999,863.594516,8.63594516,55,45,2
2024-06-09 12:44:23,2024-06-09 13:00:18,gpt-35-turbo,self_recitation,comprehensive-100,0.1,100,0.51,60793,179248,240041,2400.41,0.4496854999999999,0.0044968549999999,955.518173,9.55518173,51,49,1
2024-06-09 13:00:18,2024-06-09 13:16:33,gpt-35-turbo,self_recitation,comprehensive-100,0.2,100,0.51,60793,181778,242571,2425.71,0.4547454999999999,0.004547455,974.303692,9.74303692,51,49,1
2024-06-09 13:16:33,2024-06-09 13:29:38,gpt-35-turbo,self_recitation,comprehensive-100,0.3,100,0.51,59640,181140,240780,2407.8,0.45174,0.0045174,785.730226,7.85730226,51,49,3
2024-06-09 13:29:38,2024-06-09 13:38:28,gpt-35-turbo,self_recitation,comprehensive-100,0.4,100,0.52,60793,189279,250072,2500.72,0.4697475,0.004697475,529.260435,5.29260435,52,48,1
2024-06-09 13:38:28,2024-06-09 13:47:02,gpt-35-turbo,self_recitation,comprehensive-100,0.5,100,0.5,60793,183177,243970,2439.7,0.4575434999999999,0.0045754349999999,514.64972,5.1464972,50,50,1
2024-06-09 13:47:02,2024-06-09 13:55:45,gpt-35-turbo,self_recitation,comprehensive-100,0.6,100,0.55,60793,182668,243461,2434.61,0.4565255,0.004565255,522.274365,5.22274365,55,45,1
2024-06-09 13:55:45,2024-06-09 14:04:26,gpt-35-turbo,self_recitation,comprehensive-100,0.7,100,0.54,60793,182389,243182,2431.82,0.4559675,0.004559675,521.623394,5.21623394,54,46,1
2024-06-09 14:04:26,2024-06-09 14:13:06,gpt-35-turbo,self_recitation,comprehensive-100,0.8,100,0.51,60793,186809,247602,2476.02,0.4648075,0.004648075,519.587967,5.19587967,51,49,1
2024-06-09 14:13:06,2024-06-09 14:21:54,gpt-35-turbo,self_recitation,comprehensive-100,0.9,100,0.53,60793,185561,246354,2463.54,0.4623115,0.004623115,527.723926,5.27723926,53,47,1
2024-06-09 14:21:54,2024-06-09 14:30:33,gpt-35-turbo,self_recitation,comprehensive-100,1.0,100,0.51,60793,193174,253967,2539.67,0.4775375,0.004775375,519.763148,5.19763148,51,49,1
2024-06-07 19:40:36,2024-06-07 21:21:14,gpt-4,chain_of_thought,comprehensive-100,0.0,100,0.81,56338,156102,212440,2124.4,11.056259999999998,0.1105625999999999,6037.923765,60.37923764999999,81,19,1
2024-06-07 21:21:14,2024-06-07 23:59:36,gpt-4,chain_of_thought,comprehensive-100,0.1,100,0.8,56338,157670,214008,2140.08,11.150339999999998,0.1115033999999999,9502.27551,95.0227551,80,20,1
2024-06-07 23:59:36,2024-06-08 01:41:13,gpt-4,chain_of_thought,comprehensive-100,0.2,100,0.78,56338,155738,212076,2120.76,11.03442,0.1103441999999999,6097.148635,60.97148634999999,78,22,1
2024-06-08 01:41:13,2024-06-08 03:22:42,gpt-4,chain_of_thought,comprehensive-100,0.3,100,0.76,56338,154010,210348,2103.48,10.93074,0.1093074,6089.25139,60.8925139,76,24,1
2024-06-08 03:22:42,2024-06-08 05:04:10,gpt-4,chain_of_thought,comprehensive-100,0.4,100,0.78,56338,154268,210606,2106.06,10.94622,0.1094622,6087.781567,60.87781567,78,22,1
2024-06-08 05:04:10,2024-06-08 06:45:38,gpt-4,chain_of_thought,comprehensive-100,0.5,100,0.77,56338,157427,213765,2137.65,11.135759999999998,0.1113575999999999,6087.344268,60.87344268,77,23,1
2024-06-08 06:45:38,2024-06-08 08:27:09,gpt-4,chain_of_thought,comprehensive-100,0.6,100,0.79,56338,154913,211251,2112.51,10.98492,0.1098492,6091.740457,60.91740457,79,21,1
2024-06-08 08:27:09,2024-06-08 10:08:36,gpt-4,chain_of_thought,comprehensive-100,0.7,100,0.78,56338,153976,210314,2103.14,10.9287,0.109287,6087.113005,60.871130050000005,78,22,1
2024-06-08 10:08:37,2024-06-08 11:50:06,gpt-4,chain_of_thought,comprehensive-100,0.8,100,0.79,56338,153069,209407,2094.07,10.87428,0.1087427999999999,6089.013299,60.890132990000005,79,21,1
2024-06-08 11:50:06,2024-06-08 13:31:36,gpt-4,chain_of_thought,comprehensive-100,0.9,100,0.8,56338,154023,210361,2103.61,10.93152,0.1093151999999999,6090.011663,60.90011663,80,20,1
2024-06-08 13:31:36,2024-06-08 15:13:08,gpt-4,chain_of_thought,comprehensive-100,1.0,100,0.77,56338,159110,215448,2154.48,11.23674,0.1123673999999999,6092.387944,60.92387944,77,23,2
2024-06-07 19:42:13,2024-06-08 00:56:13,llama-2-70b-chat,chain_of_thought,comprehensive-100,0.0,100,0.33,65627,237275,302902,3029.02,0.5210423300000001,0.0052104233,18839.793906,188.39793906,33,67,2
2024-06-08 00:56:13,2024-06-08 04:59:29,llama-2-70b-chat,chain_of_thought,comprehensive-100,0.1,100,0.3,65627,236088,301715,3017.15,0.51894134,0.0051894134,14596.127087,145.96127087000002,30,70,2
2024-06-08 04:59:29,2024-06-08 09:10:10,llama-2-70b-chat,chain_of_thought,comprehensive-100,0.2,100,0.33,65627,241833,307460,3074.6,0.52910999,0.0052910999,15040.865163,150.40865163,33,67,2
2024-06-08 09:10:10,2024-06-08 13:15:09,llama-2-70b-chat,chain_of_thought,comprehensive-100,0.3,100,0.35,65242,236326,301568,3015.68,0.5187697,0.005187697,14699.735366,146.99735366000002,35,65,3
2024-06-08 13:15:09,2024-06-08 17:21:50,llama-2-70b-chat,chain_of_thought,comprehensive-100,0.4,100,0.33,65242,239753,304995,3049.95,0.5248354900000001,0.0052483549,14801.050285,148.01050285,33,67,2
2024-06-08 17:21:50,2024-06-08 21:30:53,llama-2-70b-chat,chain_of_thought,comprehensive-100,0.5,100,0.36,65627,240227,305854,3058.54,0.52626737,0.0052626737,14942.644281,149.42644281,36,64,3
2024-06-08 21:30:53,2024-06-09 01:39:56,llama-2-70b-chat,chain_of_thought,comprehensive-100,0.6,100,0.32,65627,241295,306922,3069.22,0.52815773,0.0052815773,14942.707322,149.42707322,32,68,3
2024-06-09 01:39:56,2024-06-09 05:48:10,llama-2-70b-chat,chain_of_thought,comprehensive-100,0.7,100,0.35,65627,240673,306300,3063.0,0.52705679,0.0052705679,14893.738492,148.93738492,35,65,3
2024-06-09 05:48:10,2024-06-09 09:57:43,llama-2-70b-chat,chain_of_thought,comprehensive-100,0.8,100,0.37,65627,241217,306844,3068.44,0.52801967,0.0052801967,14973.019693,149.73019693,37,63,3
2024-06-09 09:57:43,2024-06-09 14:05:15,llama-2-70b-chat,chain_of_thought,comprehensive-100,0.9,100,0.33,65627,236756,302383,3023.83,0.5201237000000001,0.005201237,14852.117216,148.52117216,33,67,2
2024-06-09 14:05:15,2024-06-09 18:13:36,llama-2-70b-chat,chain_of_thought,comprehensive-100,1.0,100,0.34,65242,238581,303823,3038.23,0.5227610500000001,0.0052276105,14901.376522,149.01376522,34,66,3
2024-06-07 19:41:55,2024-06-07 20:48:52,llama-2-7b-chat,chain_of_thought,comprehensive-100,0.0,100,0.24,65627,262892,328519,3285.19,0.21026368,0.0021026368,4016.401261,40.16401261,24,76,2
2024-06-07 20:48:52,2024-06-07 21:52:54,llama-2-7b-chat,chain_of_thought,comprehensive-100,0.1,100,0.22,65627,260691,326318,3263.18,0.20878901,0.0020878901,3841.752596,38.41752596,22,78,1
2024-06-07 21:52:54,2024-06-07 23:53:41,llama-2-7b-chat,chain_of_thought,comprehensive-100,0.2,100,0.26,65627,257295,322922,3229.22,0.20651369,0.0020651369,7247.782173,72.47782173,26,74,3
2024-06-07 23:53:42,2024-06-08 00:56:19,llama-2-7b-chat,chain_of_thought,comprehensive-100,0.3,100,0.26,65627,251778,317405,3174.05,0.2028173,0.002028173,3757.112535,37.57112535,26,74,2
2024-06-08 00:56:19,2024-06-08 01:58:48,llama-2-7b-chat,chain_of_thought,comprehensive-100,0.4,100,0.24,65627,253173,318800,3188.0,0.20375195,0.0020375195,3749.283007,37.49283007,24,76,3
2024-06-08 01:58:48,2024-06-08 03:01:27,llama-2-7b-chat,chain_of_thought,comprehensive-100,0.5,100,0.24,65627,253678,319305,3193.05,0.2040903,0.002040903,3759.485487,37.59485487,24,76,2
2024-06-08 03:01:28,2024-06-08 04:04:27,llama-2-7b-chat,chain_of_thought,comprehensive-100,0.6,100,0.26,64100,253934,318034,3180.34,0.20346778,0.0020346778,3779.299407,37.79299407,26,74,4
2024-06-08 04:04:27,2024-06-08 05:07:13,llama-2-7b-chat,chain_of_thought,comprehensive-100,0.7,100,0.3,64100,254999,319099,3190.99,0.20418133,0.0020418133,3766.062862,37.66062862,30,70,2
2024-06-08 05:07:13,2024-06-08 06:08:56,llama-2-7b-chat,chain_of_thought,comprehensive-100,0.8,100,0.23,65627,250569,316196,3161.96,0.20200727,0.0020200727,3703.52553,37.0352553,23,77,3
2024-06-08 06:08:57,2024-06-08 07:10:10,llama-2-7b-chat,chain_of_thought,comprehensive-100,0.9,100,0.25,65627,247519,313146,3131.46,0.1999637699999999,0.0019996376999999,3673.457636,36.73457636,25,75,3
2024-06-08 07:10:10,2024-06-08 08:10:25,llama-2-7b-chat,chain_of_thought,comprehensive-100,1.0,100,0.27,65627,243067,308694,3086.94,0.19698093,0.0019698093,3615.266106,36.15266106,27,73,4
2024-06-07 19:42:32,2024-06-07 22:54:54,mistral-large,chain_of_thought,comprehensive-100,0.0,100,0.71,62157,194090,256247,2562.47,5.155416,0.0515541599999999,11541.590785,115.41590785,71,29,1
2024-06-07 22:54:54,2024-06-08 01:06:35,mistral-large,chain_of_thought,comprehensive-100,0.1,100,0.72,62157,188396,250553,2505.53,5.01876,0.0501876,7901.515968,79.01515968,72,28,2
2024-06-08 01:06:35,2024-06-08 03:18:58,mistral-large,chain_of_thought,comprehensive-100,0.2,100,0.72,62157,189677,251834,2518.34,5.049504000000001,0.05049504,7942.45353,79.4245353,72,28,4
2024-06-08 03:18:58,2024-06-08 05:31:06,mistral-large,chain_of_thought,comprehensive-100,0.3,100,0.73,62157,188837,250994,2509.94,5.029344,0.05029344,7928.33542,79.2833542,73,27,2
2024-06-08 05:31:06,2024-06-08 07:43:57,mistral-large,chain_of_thought,comprehensive-100,0.4,100,0.75,62157,190346,252503,2525.03,5.0655600000000005,0.0506556,7970.524168,79.70524168,75,25,4
2024-06-08 07:43:57,2024-06-08 09:58:00,mistral-large,chain_of_thought,comprehensive-100,0.5,100,0.75,62157,192300,254457,2544.57,5.112456,0.05112456,8043.137053,80.43137053000001,75,25,3
2024-06-08 09:58:00,2024-06-08 12:08:49,mistral-large,chain_of_thought,comprehensive-100,0.6,100,0.74,62157,187268,249425,2494.25,4.991688,0.04991688,7848.926214,78.48926214,74,26,4
2024-06-08 12:08:49,2024-06-08 14:23:48,mistral-large,chain_of_thought,comprehensive-100,0.7,100,0.71,62157,193817,255974,2559.74,5.1488640000000006,0.05148864,8099.238178,80.99238178,71,29,2
2024-06-08 14:23:48,2024-06-08 16:41:25,mistral-large,chain_of_thought,comprehensive-100,0.8,100,0.76,62157,198128,260285,2602.85,5.252328,0.05252328,8257.010656,82.57010656,76,24,3
2024-06-08 16:41:25,2024-06-08 18:58:53,mistral-large,chain_of_thought,comprehensive-100,0.9,100,0.77,62157,197661,259818,2598.18,5.24112,0.0524112,8247.223222,82.47223222000001,77,23,2
2024-06-08 18:58:53,2024-06-08 21:18:53,mistral-large,chain_of_thought,comprehensive-100,1.0,100,0.74,62157,201964,264121,2641.21,5.344392000000001,0.05344392,8400.268814,84.00268813999999,74,26,2
